"UNITID","LOCALE","LONGITUD","LATITUDE","EFFYALEV","EFFYLEV","LSTUDY","EFYTOTLT","EFYTOTLM","EFYTOTLW","EFYAIANT","EFYAIANM","EFYAIANW","EFYASIAT","EFYASIAM","EFYASIAW","EFYBKAAT","EFYBKAAM","EFYBKAAW","EFYHISPT","EFYHISPM","EFYHISPW","EFYNHPIT","EFYNHPIM","EFYNHPIW","EFYWHITT","EFYWHITM","EFYWHITW","EFY2MORT","EFY2MORM","EFY2MORW","EFYUNKNT","EFYUNKNM","EFYUNKNW","EFYNRALT","EFYNRALM","EFYNRALW","EFYGUUN","EFYGUAN","EFYGUTOT","EFYGUKN","EFFYDLEV","EFYDETOT","EFYDEEXC","EFYDESOM","EFYDENON","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","TUITION5","FEE5","HRCHG5","TUITION6","FEE6","HRCHG6","TUITION7","FEE7","HRCHG7","ISPROF1","ISPFEE1","OSPROF1","OSPFEE1","ISPROF2","ISPFEE2","OSPROF2","OSPFEE2","ISPROF3","ISPFEE3","OSPROF3","OSPFEE3","ISPROF4","ISPFEE4","OSPROF4","OSPFEE4","ISPROF5","ISPFEE5","OSPROF5","OSPFEE5","ISPROF6","ISPFEE6","OSPROF6","OSPFEE6","ISPROF7","ISPFEE7","OSPROF7","OSPFEE7","ISPROF8","ISPFEE8","OSPROF8","OSPFEE8","ISPROF9","ISPFEE9","OSPROF9","OSPFEE9","CHG1AT0","CHG1AF0","CHG1AY0","CHG1AT1","CHG1AF1","CHG1AY1","CHG1AT2","CHG1AF2","CHG1AY2","CHG1AT3","CHG1AF3","CHG1AY3","CHG1TGTD","CHG1FGTD","CHG2AT0","CHG2AF0","CHG2AY0","CHG2AT1","CHG2AF1","CHG2AY1","CHG2AT2","CHG2AF2","CHG2AY2","CHG2AT3","CHG2AF3","CHG2AY3","CHG2TGTD","CHG2FGTD","CHG3AT0","CHG3AF0","CHG3AY0","CHG3AT1","CHG3AF1","CHG3AY1","CHG3AT2","CHG3AF2","CHG3AY2","CHG3AT3","CHG3AF3","CHG3AY3","CHG3TGTD","CHG3FGTD","CHG4AY0","CHG4AY1","CHG4AY2","CHG4AY3","CHG5AY0","CHG5AY1","CHG5AY2","CHG5AY3","CHG6AY0","CHG6AY1","CHG6AY2","CHG6AY3","CHG7AY0","CHG7AY1","CHG7AY2","CHG7AY3","CHG8AY0","CHG8AY1","CHG8AY2","CHG8AY3","CHG9AY0","CHG9AY1","CHG9AY2","CHG9AY3"
100937,12,-86.850552,33.513774,2,2,1,1000,525,475,1,1,0,24,10,14,150,85,65,55,24,31,0,0,0,734,389,345,14,6,8,1,1,0,21,9,12,0,0,0,1000,17,3000,0,477,2523,"21500","1250","896","21500","1250","896","21500","1250","896","8400","0","2100","8400","0","2100","8400","0","2100",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","17650","1250","18900","18850","1250","20100","20000","1250","21250","21500","1250","22750",".",".","17650","1250","18900","18850","1250","20100","20000","1250","21250","21500","1250","22750",".",".","17650","1250","18900","18850","1250","20100","20000","1250","21250","21500","1250","22750",".",".","1260","1000","1000","1062","12900","13600","14000","14300","2770","2770","2770","2268","8000","8000","8000","6500","4690","4690","5000","3416","4690","4690","5000","3416"
101028,21,-85.031485,32.42391,2,2,1,2283,773,1510,10,6,4,16,9,7,1076,300,776,21,8,13,12,5,7,892,348,544,214,77,137,38,20,18,4,0,4,6,0,6,2277,17,6849,1305,2745,2799,"3810","1230","127","3810","1230","127","7620","1230","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3990","930","4920","3990","930","4920","3750","1230","4980","3810","1230","5040",".",".","3990","930","4920","3990","930","4920","3750","1230","4980","3810","1230","5040",".",".","7980","930","8910","7980","930","8910","7560","1230","8790","7620","1230","8850",".",".","1000","1000","1000","1008",".",".",".",".",".",".",".",".","5400","5500","11200","11200","3400","3400","6052","6552","3400","3400","6052","6552"
101116,12,-86.216488,32.342684,2,2,1,539,84,455,2,0,2,3,0,3,392,47,345,11,2,9,3,0,3,107,27,80,4,1,3,13,4,9,4,3,1,7,0,7,532,29,1757,788,575,394,"15732","720","437","15732","720","437","15732","720","437","16056","480","669","16056","480","669","16056","480","669",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16920","94","17014","16920","94","17014","16920","94","17014","17424","814","18238",".",".","16920","94","17014","16920","94","17014","16920","94","17014","17424","814","18238",".",".","16920","94","17014","16920","94","17014","16920","94","17014","17424","814","18238",".",".","1500","1500","1500","1500",".",".",".",".",".",".",".",".","7108","7792","8141","8925","6562","6782","7220","7914","4593","4747","5054","5541"
101143,32,-85.836956,31.297496,2,2,1,2840,1327,1513,28,12,16,44,18,26,540,192,348,200,95,105,6,2,4,1773,874,899,168,87,81,61,37,24,20,10,10,0,0,0,2840,17,8520,2496,3141,2883,"3810","1230","127","3810","1230","127","7620","1230","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3990","870","4860","3690","1170","4860","3750","1170","4920","3810","1230","5040",".",".","3990","870","4860","3690","1170","4860","3750","1170","4920","3810","1230","5040",".",".","7980","870","8850","7380","1170","8550","7500","1170","8670","7620","1230","8850",".",".","950","950","1150","1500",".",".",".",".",".",".",".",".","5400","5400","14400","14400","2696","2696","5696","5696","2696","2696","5696","5696"
101161,32,-87.778193,30.851343,2,2,1,9213,3769,5444,126,48,78,84,28,56,2138,761,1377,395,180,215,9,4,5,5931,2540,3391,460,178,282,39,15,24,31,15,16,4,0,4,9209,17,27639,8172,9675,9792,"3810","1170","127","3810","1170","127","7620","1170","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3690","1170","4860","3990","870","4860","3750","1170","4920","3810","1170","4980",".",".","3690","1170","4860","3990","870","4860","3750","1170","4920","3810","1170","4980",".",".","7680","1170","8850","7980","870","8850","7500","1170","8670","7620","1170","8790",".",".","2500","1500","1750","2750","5900","5900","5800","10850","4307","4407","5250","7350","6215","6215","6600","8025","4407","4507","5250","7350","4407","4407","4500","7350"
101189,12,-86.21641,32.384181,2,2,1,2195,956,1239,7,4,3,27,13,14,850,292,558,89,51,38,4,2,2,1026,486,540,61,31,30,68,33,35,63,44,19,0,0,0,2195,29,9107,4217,2273,2617,"21930","1990","755","21930","1990","755","21930","1990","755","15125","900","605","15125","900","605","15125","900","605",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","39000","325","39000","325","21000","1990","22990","21500","1990","23490","21930","1990","23920","21930","1990","23920",".",".","21000","1990","22990","21500","1990","23490","21930","1990","23920","21930","1990","23920",".",".","21000","1990","22990","21500","1990","23490","21930","1990","23920","21930","1990","23920",".",".","1800","1800","1800","1800","8100","7900","8020","8020","4400","4400","4600","4600","8200","7900","8020","8020","4800","4400","4600","4600","4800","4400","4600","4600"
101240,13,-85.991438,33.994001,2,2,1,5878,2262,3616,22,10,12,49,24,25,1078,328,750,381,157,224,5,2,3,4013,1615,2398,241,82,159,10,5,5,79,39,40,7,0,0,0,17,17634,4947,8244,4443,"3048","984","127","3048","984","127","6096","984","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3192","744","3936","2952","984","3936","3000","984","3984","3048","984","4032",".",".","3192","744","3936","2952","984","3936","3000","984","3984","3048","984","4032",".",".","6384","744","7128","5904","984","6888","6000","984","6984","6096","984","7080",".",".","1600","1600","1600","1600","4800","4800","4800","5200","2324","2324","2324","2324","4500","4500","4500","4500","2916","2916","2916","2916","2916","2916","2916","2916"
101286,13,-85.465836,31.315274,2,2,1,5259,1660,3599,10,4,6,61,23,38,1577,307,1270,327,125,202,8,2,6,3006,1109,1897,226,76,150,34,12,22,10,2,8,0,0,0,5259,17,15777,3063,5937,6777,"3810","1110","127","3810","1110","127","7620","1110","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3990","810","4800","3690","1110","4800","3750","1110","4860","3810","1110","4920",".",".","3990","810","4800","3690","1110","4800","3750","1110","4860","3810","1110","4920",".",".","7980","810","8790","7680","1110","8790","7500","1110","8610","7620","1110","8730",".",".","1200","1200","1200","1200",".",".",".",".",".",".",".",".","9450","9450","9450","9450","1000","1000","1000","1000","1000","1000","1000","1000"
101295,42,-86.781935,34.072439,2,2,1,8169,2968,5201,41,20,21,55,24,31,573,127,446,724,281,443,6,4,2,6412,2374,4038,307,114,193,8,2,6,43,22,21,0,0,0,8169,17,24507,5331,9348,9828,"3810","1170","127","3810","1170","127","7620","1170","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3990","870","4860","3690","1170","4860","3750","1170","4920","3810","1170","4980",".",".","3990","870","4860","3690","1170","4860","3750","1170","4920","3810","1170","4980",".",".","7980","870","8850","7380","1170","8550","7500","1170","8670","7620","1170","8790",".",".","1600","1600","2000","2000","4900","4900","4900","4900","4560","6160","8720","8720","8800","12080","13540","13540","4560","6160","8720","8720","4560","6160","8720","8720"
101301,32,-87.013294,32.445917,2,2,1,2738,1085,1653,4,2,2,15,5,10,1915,708,1207,44,19,25,0,0,0,660,305,355,82,38,44,1,1,0,17,7,10,1,0,0,0,17,8214,4152,2127,1935,"3810","870","127","3810","870","127","7620","870","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3990","570","4560","3690","870","4560","3750","870","4620","3810","870","4680",".",".","3990","570","4560","3690","870","4560","3750","870","4620","3810","870","4680",".",".","7980","570","8550","7380","870","8250","7500","870","8370","7620","870","8490",".",".","2500","2500","2500","7400",".",".",".",".",".",".",".",".","7400","7400","7400","11000","1000","1000","1000","5000","1000","1000","1000","5000"
101365,21,-86.832465,33.468466,2,2,1,1037,226,811,3,0,3,7,2,5,653,75,578,26,7,19,3,1,2,296,135,161,24,3,21,25,3,22,0,0,0,0,0,0,1037,29,3135,1002,807,1326,"12360","1060","515","12360","1060","515","12360","1060","515","8100","1060","675","8100","1060","675","8100","1060","675",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","13320","880","14200","13320","880","14200","11820","930","12750","12360","1060","13420",".",".","13320","880","14200","13320","880","14200","11820","930","12750","12360","1060","13420",".",".","13320","880","14200","13320","880","14200","11820","930","12750","12360","1060","13420",".",".","0","0","0","0",".",".",".",".",".",".",".",".","11232","9243","9243","8928","6318","5202","5202","6066","8775","2601","2601","3033"
101435,12,-86.284366,32.351034,2,2,1,839,467,372,4,1,3,3,1,2,161,89,72,47,29,18,1,0,1,553,304,249,42,28,14,28,15,13,0,0,0,0,0,0,839,29,2533,0,1083,1450,"27150","1500","1132","27150","1500","1132","27150","1500","1132","14000","300",".","14000","300",".","14000","300",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","26400","1500","27900","26400","1500","27900","26850","1500","28350","27150","1500","28650",".",".","26400","1500","27900","26400","1500","27900","26850","1500","28350","27150","1500","28650",".",".","26400","1500","27900","26400","1500","27900","26850","1500","28350","27150","1500","28650",".",".","300","300","300","300","10150","10460","10772","10922","2068","2068","2068","2068","10150","9460","8772","8922","2068","2068","2068","2068","2068","2068","2068","2068"
101453,13,-87.663051,34.856153,2,2,1,95,81,14,1,1,0,0,0,0,9,9,0,5,3,2,0,0,0,78,66,12,1,1,0,0,0,0,1,1,0,0,0,0,95,29,475,358,85,32,"10152","1830","423","10152","1830","423","10152","1830","423","4482","1260","249","4482","1260","249","4482","1260","249",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","10152","1380","11532","10152","1480","11632","10152","1480","11632","10152","1830","11982",".",".","10152","1380","11532","10152","1480","11632","10152","1480","11632","10152","1830","11982",".",".","10152","1380","11532","10152","1480","11632","10152","1480","11632","10152","1830","11982",".",".","1000","1000","1000","1600","5745","5822","6540","7561","2466","2529","2565","3069","13932","14490","14940","14967","3897","4005","4077","4770","3492","3591","3672","4023"
101462,12,-86.572885,34.771858,2,2,1,1378,506,872,5,2,3,8,2,6,852,240,612,106,39,67,1,1,0,311,186,125,76,28,48,5,5,0,14,3,11,14,0,14,1364,17,4134,378,2271,1485,"3810","1320","127","3810","1320","127","7620","1320","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3990","840","4830","3690","1140","4830","3750","1140","4890","3810","1320","5130",".",".","3990","840","4830","3690","1140","4830","3750","1140","4890","3810","1320","5130",".",".","7980","840","8820","7380","1140","8520","7500","1140","8640","7620","1320","8940",".",".","2000","2000","2000","2000",".",".",".",".",".",".",".",".","6300","6300","8100","9450","2400","2800","3900","4050","2400","2400","2400","4050"
101471,41,-86.392369,32.582312,2,2,1,1553,1347,206,4,4,0,5,5,0,853,800,53,24,21,3,3,3,0,641,493,148,7,6,1,6,6,0,10,9,1,0,0,0,1553,6,4659,0,0,4659,"5343","741","173","5343","741","173","5343","741","173",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4788","684","5472","4788","684","5472","3990","870","4860","5343","741","6084",".",".","4788","684","5472","4788","684","5472","3990","870","4860","5343","741","6084",".",".","4788","684","5472","4788","684","5472","3990","870","4860","5343","741","6084",".",".","612","612","510","663",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
101480,23,-85.765321,33.822938,2,2,1,9380,3931,5449,33,15,18,57,19,38,2193,929,1264,424,149,275,13,11,2,5594,2184,3410,359,134,225,550,412,138,157,78,79,0,0,0,9380,29,31522,6679,18701,6142,"10290","2136","343","10290","2136","343","20580","2136","686","10128","1176","422","10128","1176","422","16464","1176","686",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","9720","1400","11120","9720","1400","11120","9990","1962","11952","10290","2136","12426",".",".","9720","1400","11120","9720","1400","11120","9990","1962","11952","10290","2136","12426",".",".","19440","1400","20840","19440","1400","20840","19950","1962","21912","20580","2136","22716",".",".","1196","1196","998","998","8110","8320","8640","8894","2003","1997","2400","2506","9648","9927","9972","10728","2692","2680","3318","3530","4843","4812","3318","3530"
101505,12,-86.707233,33.652535,2,2,1,12436,4656,7780,30,8,22,313,131,182,2767,836,1931,874,304,570,5,3,2,7814,3125,4689,420,158,262,49,24,25,164,67,97,0,0,0,12436,17,37308,16623,10680,10005,"3810","1230","127","3810","1230","127","7620","1230","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4920","930","5850","3690","1230","4920","3990","1230","5220","3810","1230","5040",".",".","4920","930","5850","3690","1230","4920","3990","1230","5220","3810","1230","5040",".",".","8910","930","9840","7380","1230","8610","7680","1230","8910","7620","1230","8850",".",".","1614","1552","1444","1444",".",".",".",".",".",".",".",".","14580","15066","15921","15921","4826","4759","4871","5184","4826","4759","4871","5184"
101514,13,-86.949674,34.645844,2,2,1,12591,5691,6900,116,61,55,287,110,177,1966,784,1182,1046,479,567,15,11,4,8210,3817,4393,801,356,445,68,44,24,82,29,53,20,0,20,12571,17,37773,16662,13122,7989,"3810","1250","127","3810","1250","127","7620","1250","254",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3990","950","4940","3690","1250","4940","3750","1250","5000","3810","1250","5060",".",".","3990","950","4940","3690","1250","4940","3750","1250","5000","3810","1250","5060",".",".","7980","950","8930","7380","1250","8630","7500","1250","8750","7620","1250","8870",".",".","2650","2650","2650","3000",".",".",".",".",".",".",".",".","4500","4500","5500","5500","3200","3200","4200","4200","3200","3200","4200","4200"
